82.00,25.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00
82.00,24.00,1024,0.00
82.00,24.00,1024,0.00
82.00,25.00,1023,0.00
82.00,24.00,1024,0.00
82.00,24.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00
62.00,24.00,950,0.00 
62.00,24.00,955,0.00 
62.00,24.00,962,0.00 
62.00,24.00,965,0.00 
62.00,24.00,976,0.00 
62.00,24.00,291,0.00 
62.00,24.00,257,0.00 
61.00,24.00,289,0.00 
61.00,24.00,286,0.00 
61.00,24.00,321,0.00 
61.00,24.00,58,0.00 
62.00,24.00,965,0.00 
62.00,24.00,976,0.00 
62.00,24.00,291,0.00 
62.00,24.00,257,0.00 
61.00,24.00,289,0.00 
82.00,25.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,25.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00 
82.00,25.00,1023,0.00 
82.00,24.00,1024,0.00 
82.00,24.00,1024,0.00
82.00,24.00,1024,0.00
59.00,27.00,1022,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
61.00,27.00,1019,0.00 
61.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1018,0.00 
60.00,27.00,1019,0.00 
59.00,27.00,1022,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
61.00,27.00,1019,0.00
59.00,27.00,1022,0.00 
60.00,27.00,1019,0.00 
60.00,27.00,1019,0.00 
61.00,27.00,1019,0.00 
